74,Stalking,,"Engaging in a course of conduct directed at a specific person that would cause a reasonable person to:
(A) Fear for the person’s safety or the safety of others; or
(B) Suffer substantial emotional distress.
Signs of stalking behaviors may include:
Contacting you constantly
Obtaining details about you before you provided them
Monitoring you excessively
Showing up unannounced (and undesired)
Unwanted gifts
Destruction of property
If you think you or a friend are being stalked, also ensure that a safety plan is in place. You can visit Special Services.",https://pvp.universitylife.upenn.edu/stalking/
75,Cyber Stalking / Online Stalking,,"The use of the Internet, email or other electronic communications to stalk someone. It can include sending unwanted emails or text messages, posting threatening messages on social media or even creating fake profiles to harass someone. Cyberstalking can have a serious impact on a person’s life, causing them to feel scared, anxious, and even isolated.",https://fightcybercrime.org/scams/harassment/cyberstalking/
76,Family Violence,,"A broad range of abusive acts, including emotional, financial, physical, and sexual abuse towards a family member. It can involve years of emotional and psychological trauma and physical injuries that become more severe or occur more frequently over time. Family violence not only harms the victim but also presents dangers for immediate family members.",https://www.ojp.gov/feature/family-violence/overview
77,Warning Signs of Unhealthy Relationships,,"To learn more about 10 signs of an unhealthy relationship, visit: 10 Signs of an Unhealthy Relationship - One Love Foundation (joinonelove.org)",https://www.joinonelove.org/relationships/
78,"Sexual Harassment
",,"Sexual Harassment: any unwanted conduct that is based on an individual’s sex, sexual orientation, gender identity, or gender expression and that:
Conditions an educational or employment benefit on participation in unwelcome sexual conduct (i.e., Offering to raise one's grades in exchange for a sexual/intimate act), commonly referred to as quid pro quo; or
A reasonable person would determine is so severe, pervasive, and/or objectively offensive that it effectively denies a person equal access to an educational or employment program or activity.
Sexual harassment can be verbal, physical, or digital. Examples include:
Groping at a party
Sending unsolicited explicit text or pictures
Distributing/threatening to distribute sexual images without consent
Catcalling
Excessive or threatening texts
Unwanted contact on social media
Using technologies and/or social media to intimidate, harass or threaten
People who cause harm are not limited to peers. They may be professors, TAs, or supervisors.",https://pvp.universitylife.upenn.edu/sexualharassment/
79,Sexual misconduct,,"Sexual Harassment: any unwanted conduct that is based on an individual’s sex, sexual orientation, gender identity, or gender expression and that:
Conditions an educational or employment benefit on participation in unwelcome sexual conduct (i.e., Offering to raise one's grades in exchange for a sexual/intimate act), commonly referred to as quid pro quo; or
A reasonable person would determine is so severe, pervasive, and/or objectively offensive that it effectively denies a person equal access to an educational or employment program or activity.
Sexual harassment can be verbal, physical, or digital. Examples include:
Groping at a party
Sending unsolicited explicit text or pictures
Distributing/threatening to distribute sexual images without consent
Catcalling
Excessive or threatening texts
Unwanted contact on social media
Using technologies and/or social media to intimidate, harass or threaten
People who cause harm are not limited to peers. They may be professors, TAs, or supervisors.
Sexual violence: includes a range of behaviors in which an act of a sexual nature is taken against another individual without their consent or without their ability to consent.
Sexual assault (including but not limited to rape): includes any of the following:
Any physical sexual contact that involves the use or threat of force or violence or any other form of coercion or intimidation.
Any physical sexual contact with a person who is unable to consent due to incapacity or mental or physical impairment.
If you experience or witness sexual misconduct while consuming alcohol or drugs, the Associate Vice President (AVP) for Equity and Title IX Officer will not pursue a separate disciplinary process if you report the incident to the University or to law enforcement. This amnesty will extend to any process under the Sexual Misconduct Policy as well.
Rape: sexual assault involving an act of penetration (and includes such assaults when the individuals know one another).
Stalking
Relationship Violence
To see how how these terms very across states
- visit RAINN",https://pvp.universitylife.upenn.edu/sexualharassment/
80,"What consent is:
",,"Consent is an affirmative decision to engage in mutually agreed upon activity and is given by clear words or actions.
Consent is informed, which means that you know exactly what activity/activities you are consenting to, and the circumstances surrounding that activity. For example, you may want to ask your partner's STI status before engaging in sexual activity with them.
Consent is enthusiastic, ongoing, and revocable.
Consent is non coercive. For example, you should not feel pressured by age, status, position, etc. to engage in this activity.
Consent is not limited to sexual interactions, and should exist in all relationships.",
81,"What consent is not:
",,"Consent may not be inferred from silence, passivity or lack of resistance alone.
Furthermore, consent to one form of sexual activity does not imply consent to other forms of sexual activity and the existence of a current or previous dating, marital or sexual relationship is not sufficient to constitute consent to additional sexual activity.
For example, just because people hook up once, doesn't mean that they consent to a second time. Also, consent to one form of intimacy doesn't mean consent to all forms (eg. you might consent to kissing but not sex).",
82,Who cannot consent:,,"Assent shall not constitute consent if it is given by a person who, because of youth, disability, intoxication or other condition, is unable to lawfully consent.
Age of consent in Pennsylvania is 16. Teens between the ages of 13 and 15 cannot consent to sexual activity with anyone who is four or more years older than them. Individuals under the age of 13 cannot consent.
Some signs that someone could possibly be incapacitated and therefore unable to consent due to drugs or alcohol include:
- slurring words
- unable to remember or understand how they got from point A to point B
- memory loss
- throwing up
- passed out
- unable to walk
If you are noticing these signs in someone you need to stop and check-in with them.",
83,Penn Violence Prevention (on campus),,"Penn Violence Prevention provides confidential options counseling and support services. Their website also features educational materials on relationship violence, sexual violence, stalking, and sexual harassment.
Contact:
Email: vpul-pvp@pobox.upenn.edu
Phone: (215) 898-6081
Address: 3611 Locust Walk, Philadelphia, PA 19104-6222",https://pvp.universitylife.upenn.edu/
84,SHAC,,"SHAC offers confidential counseling and a 24/7 phone line, and they only have to report if you are going to harm yourself or another person. They are not always trained to deal with sexual assault at Penn.
Contact:
Phone (24/7 support line): 215-898-7021
Hours:
Monday - Wednesday: 9 am – 7 pm
Thursday - Friday: 9 am – 5 pm
Saturday: 10 am – 3 pm
Closed on Sundays
Students can drop-in and meet with a clinician during regular business hours.
SHAC can also help with referrals to external therapists.
Disclaimer: this will not be an immediate help solution.",https://wellness.upenn.edu/student-health-and-counseling/student-health-and-counseling-counseling-services
85,STTOP,,"Sexual Trauma Treatment Outreach and Prevention is a team of SHAC (Student Health and Counseling) clinicians dedicated to providing confidential care, support and advocacy to students who have experienced some form of sexual trauma. The team provides a prompt response to students seeking access to therapeutic support and serves as liaison for other requested resources within or outside of the Penn community.
STTOP also provides group counseling for those that want to get involved.
Contact:
Email: collaura@upenn.edu Phone: (215) 898-7021 (24/7) Address: 3624 Market Street, First Floor, West, Philadelphia, PA 19104-2615",
86,"Special Services (24/7) - on-campus

",,"Comprehensive victim support for any member of the University community who has been a victim of interpersonal violence. Special Services advocates are on call 24-hours a day to provide options counseling, hospital and court accompaniment, and take formal police reports. Special Services can also provide support for students interested in filing criminal reports outside of Philadelphia. Special Services is a confidential unit and can provide support for students, staff and faculty who wish to remain anonymous.
Contact:
24/7
Phone: 215-898-4481 or 215-898-6600 (24/7)
Email (non-emergency): SpecialServices@publicsafety.upenn.edu
Address**: 4040 Chestnut Street, Philadelphia, PA 19104
** While Special Services is located within the Penn Police department, they will meet with you anywhere on campus you are more comfortable. Reach out to them to schedule a meeting",https://www.publicsafety.upenn.edu/about/special-services/
87,Penn Women's Center,,"The Penn Women’s Center staff can assist survivors in navigating resources at Penn and in the broader community. They provide confidential options counseling at the center and guidance to friends and family of students who have experienced sexual violence.
Contact:
Email: vpul-pwc@pobox.upenn.edu
Address: 3643 Locust Walk
Phone: 215 - 898 - 8611
Staff Hours: 9:30am-5:30pm, Monday-Friday",https://pwc.universitylife.upenn.edu/
88,Reach-A-Peer Helpline,,"RAP-Line is a peer helpline established by Penn students to provide peer support, information, and referrals. It is open to all students who wish to share a problem, are in need of information, or just want to talk to someone anonymously and confidentially. The service is run by trained student volunteers who have an awareness of campus resources and skills in active listening techniques. Volunteers acknowledge that they are not professional counselors, but rather peers who provide a warm, safe, unbiased, and supportive environment conducive to self-help. RAP-Line is a stepping-stone in serving the Penn community. The phone call is free, anonymous, and confidential. RAP-Line is not a crisis-intervention line.

Contact:
24/7 Text Line: 215-515-7332
Phone Line (9pm-1am, 7 days a week): 215-573-2727",https://pennrapline.wixsite.com/talk
89,Penn Bens ,,"Penn Bens is a peer support organization for students, run by students. They offer short-term, confidential peer listening and referral services to any member of the Penn undergraduate community. ",https://www.instagram.com/pennbenjamins/?hl=en
90,WOAR: Philadelphia Center Against Sexual Violence,,"WOAR is a non-profit organization in Philadelphia, Pennsylvania. Sexual violence thrives in a society rooted in systemic oppression. WOAR’s mission is to eliminate all forms of sexual violence through specialized treatment services, comprehensive prevention education programs, and advocacy for the rights of victims of sexual assault. To accomplish this mission, they fight all forms of oppression including racism and gender-based violence. Direct Services are offered for free to all Survivors of Sexual Harassment, Sexual Abuse, Sexual Assault, and Sex Trafficking/ Commercial Sexual Exploitation
Contact:
WOAR’s 24-Hour Crisis Hotline
Call or Text the 24-Hour Hotline to access the services at 215-985-3333
Bi-lingual/Bi-cultural individual therapy to survivors and their loved ones
Call or Text our 24-Hour Hotline to access the services at 215-985-3333
Group therapy to victims/survivors
Survivors interested in participating in one of WOAR’s closed group MUST complete an intake with WOAR by contacting WOAR’s 24-hour crisis hotline at (215) 985-3333 to participate in a group.
Forensic exam accompaniment
Call the 24-hour hotline at 215-985-3333 to request a Sexual Assault Counselor trained Crisis Advocate or Volunteer Advocate for in-person Forensic Exam/ Medical Accompaniment
Court accompaniment
Call or Text the 24-Hour Hotline to access the services at 215-985-3333
Office: 1617 John F Kennedy Blvd., Suite 800 Philadelphia, PA 19103
",https://www.woar.org/
91,Women Against Abuse (WAA),,"The mission of Women Against Abuse is to provide quality, compassionate, and nonjudgmental services in a manner that fosters self-respect and independence in persons experiencing intimate partner violence and to lead the struggle to end domestic violence through advocacy and community education.
Services:
Women Against Abuse’s two 24-hour emergency safe havens provide free services to survivors of all gender identities and their children who are victims of domestic violence.
The Legal Center offers free legal advocacy and representation for survivors of all gender identities dealing with relationship violence-related legal matters
Sojourner House, Women Against Abuse’s transitional housing program, provides long-term housing and supportive services to domestic violence victims. The program provides family apartments for survivors of all gender identities with children for up to 18 months.
The Policy & Prevention Department offers a variety of workshops for community groups and organizations, public schools, and city agencies.
The Women Against Abuse Safe at Home Program provides community-based case management paired with housing supports, as available, to survivors of domestic violence of all gender identities. The program includes linkages to a limited number of safe, affordable housing units, as well as relocation assistance and rental subsidies, options counseling, advocacy and education to help survivors maintain safe and affordable housing while developing financial literacy and life-skills for long-term self-sufficiency.
Economic Empowerment program aims to reduce homelessness and increase the long-term economic stability for survivors of intimate partner violence so that they can sustain their independence from abuse, remain safe and thrive. The program includes job readiness workshops, skill-building sessions and career panels.


Contact:
Phone (24/7): 1.866.723.3014
Address: 100 South Broad Street, Suite 1341 Philadelphia, PA 19102",https://www.womenagainstabuse.org/
92,Mazzoni Center for LGBTQ+ Survivors,,"Provides quality comprehensive health and wellness services in an LGBTQ-focused environment, while preserving the dignity and improving the quality of life of the individuals they serve.
Contact:
Health Center - General Questions/Request
Health Center Front Desk: 215-563-0658
Fax Number: 215-923-0365
Behavioral Health - Intakes
Therapy Intake Line: 215-563-0652 ext. 248
Contact Us Online: Therapy Intake Form
Recovery Services Line: 215-563-0652 ext. 243
Education - Education and Professional Training
Professional Trainings: Education & Professional Development Services Request Form https://www.surveymonkey.com/r/PDRequest
Students Workshops: Yes, PLEASE! Request Form
https://www.surveymonkey.com/r/YP-Request
Legal Services - General Questions/Request
Legal Services Line: 215-563-0657",https://www.mazzonicenter.org/
93,I want to find a therapist with my own insurance,,"SHAC can help with referrals to external therapists.
Disclaimer: this will not be an immediate help solution",
94,Congreso de Latinos Unidos,,"Domestic Violence Services
The Latina Domestic Violence Program (LDVP) is a free, confidential, and voluntary counseling and advocacy program for victims and survivors of domestic violence. Including children who have witnessed domestic violence and teens experiencing DV.
Contact:
Phone: 215-763-8870 ext. 1300
Email: peraltar@congreso.net
Address: 216 West Somerset St, Philadelphia, PA 19133, walk in hours Monday-Thursday 10am-4pm
Congreso Health Center
The Congreso Health Center currently operates in person and remotely with a team of bilingual and bicultural medical professionals. We offer comprehensive primary care and family medicine services to the community. In addition, Social Workers and Patient Navigators are available to assist clients with specialty care referrals and health insurance applications for those that qualify. Offers pregnancy testing and STD testing and treatment among other services. No insurance required.
Contact:
Phone: 267-765-2272
Email: arroyof@congreso.net
Address: 216 West Somerset St, Philadelphia, PA 19133
",https://www.congreso.net/health-safety/domestic-violence-services/
95,Women in Transition,,"Women In Transition (WIT) empowers people to move forward in their lives free of domestic violence (DV) and substance abuse.
WIT offers free and confidential services in Philadelphia: telephone and crisis counseling, peer support groups, individual empowerment counseling, client advocacy and referrals, community education trainings, and WAVE empowerment self-defense classes.
Contact:
 Phone: 215-751-1111
Email: witservices@helpwomen.org",https://helpwomen.org/
96,Lutheran Settlement House,,"Domestic Violence Services
The Bilingual Domestic Violence Program (BDVP) provides free counseling services for victims and survivors of domestic and dating abuse regardless of gender or sexual orientation. We offer counseling for adults and children, support groups, hotel placements for clients in crisis, and transitional survivor housing.
Contact:
Phone: 215-426-8610, ext 1278
Email: mslick@lshphilly.org",https://www.lutheransettlement.org/lsh-services/bilingual-domestic-violence-program/
97,One Love Foundation,,One Love empowers young people with the tools and resources they need to see the signs of healthy and unhealthy relationships and bring life-saving prevention education to their communities.,https://www.joinonelove.org/
98,National Sexual Violence Resource Center,,"The National Sexual Violence Resource Center (NSVRC) is the leading nonprofit in providing information and tools to prevent and respond to sexual violence. NSVRC translates research and trends into best practices that help individuals, communities and service providers achieve real and lasting change. NSVRC also works with the media to promote informed reporting. Every April, NSVRC leads Sexual Assault Awareness Month (SAAM), a campaign to educate and engage the public in addressing this widespread issue. NSVRC is also one of the three founding organizations of RALIANCE, a national, collaborative initiative dedicated to ending sexual violence in one generation.
Contact:
Phone: 877-739-3895 TOLL-FREE, 717-909-0715 TTY
Email: resources@nsvrc.org",https://www.nsvrc.org/
99,Penn Police,,"Penn Police can investigate criminal incidents occurring within the Penn patrol zone (from 30th Street to 43rd Street (east to west) and Market Street to Baltimore Avenue (north to south)), and of necessary work with the Philadelphia Police Department. You can work with Penn Police to report a criminal incident or suspicious behavior, and you can file an anonymous report through the Silent Witness Form.
Contact:
Medical and emergency-related calls : 215-573-3333
General Information: 215-898-7297",
100,Special Services,,"Comprehensive victim support for any member of the University community who has been a victim of interpersonal violence. Special Services advocates are on call 24-hours a day to provide options counseling, hospital and court accompaniment, and take formal police reports. Special Services can also provide support for students interested in filing criminal reports outside of Philadelphia. Special Services is a confidential unit and can provide support for students, staff and faculty who wish to remain anonymous.
Contact:
24/7
Phone: 215-898-4481 or 215-898-6600 (24/7)
Email (non-emergency): SpecialServices@publicsafety.upenn.edu
Address**: 4040 Chestnut Street, Philadelphia, PA 19104
Website: https://www.publicsafety.upenn.edu/about/special-services/
** While Special Services is located within the Penn Police department, they will meet with you anywhere on campus you are more comfortable. Reach out to them to schedule a meeting.",https://www.publicsafety.upenn.edu/about/special-services/
101,Philadelphia Police Department,,"Phone: 911 (emergency) or 311 (non-emergency)
Police Headquarters Address: 400 N. Broad Street, Philadelphia, PA 19130",https://www.phillypolice.com/
102,Philadelphia SVU,,"You can go directly to the SVU to file a police report yourself; or Penn Police will take a report and direct you to the SVU for actual filing, per Philadelphia policy.
Special Services is able to provide accompaniment and transportation to the SVU and/or PSARC.
Contact
Address: 300 E. Hunting Park Ave, Philadelphia, PA 19124
Phone Number: (215) 685-3251, 52, or 53 to make a police report",
103,Title IX,,"Title IX Office
-The Office of the Associate Vice President (AVP) for Equity and Title IX Officer is the central intake point for all reports and complaints under the University’s Sexual Misconduct Policy. 
- Oversees investigative and non-investigative resolutions when a complaint is filed.*
- Collaborates with campus partners to provide support and resource options (to attain no contact orders, handle rearrangement of classes/dorm rooms, etc) and external resources (to pursue criminal reports with the District Attorney, Office for Civil Rights of the US Department of Education, etc).
*The Title IX Officer will honor a complainant’s request not to proceed with a complaint investigation. The only exception would be in the instance that the Title IX Officer has made a fact-specific determination that the conduct as alleged presents an imminent and serious threat to the health or safety of a complainant, another person or prevents the University from ensuring equal access based on sex to its education program or activity. Before initiating a complaint the Title IX Officer must notify the complainant.
Contact:
Michele Rovinsky-Mayer, AVP & Title IX Officer
Email: titleIXofficer@upenn.edu Phone (M-F 9-5 PM): (215) 898-2887
Address: 3901 Walnut Street, Suite 320, Philadelphia, PA 19104-3682",https://titleixoffice.upenn.edu
104,Special Services,,Special Services can help you connect more directly to a police report; Special Services is a confidential resource,
105,Anonymous report (215-PCOMPLY),,"Anonymous reports of violations of the University’s Sexual Misconduct Policy can be made through the University’s 215-P-COMPLY line by dialing 215-P-COMPLY (215-726-6759) or by submitting a report via the 215-P-COMPLY web portal

Note: Please remember to write down your login information because you will need it to access your report and incoming messages.
The PCOMPLY system will not notify you of new messages.
If you wish to learn about resources or updates to the process, you must log back into the portal at EthicsPoint.",http://www.upenn.edu/215pcomply
106,Equal Rights Associates,,"ERA’s Initiative to End Sexual Violence in Education (ESVE) helps students find support and seek justice when sexual assault or harassment threatens to disrupt their education.
As part of this initiative, we launched the nation’s first network of pro bono attorneys dedicated to helping college student survivors. We train and support these volunteer lawyers, known as ENOUGH Advocates, to help student survivors learn their legal rights, figure out their school’s complaint and investigation policies, and weigh their options in the wake of sexual assault or harassment.
Contact:
Request a phone call with an ENOUGH Advocate: https://docs.google.com/forms/d/e/1FAIpQLSfcEUy4zxxzfv26JKHGQ0JsFDugptpMDNTqSQNetdfTawr1fQ/viewform",https://www.equalrights.org/issue/student-survivor-toolkit/
107,National Women's Law Center,,"Through the Time’s Up Legal Defense Fund and the Legal Network for Gender Equity, which are both administered by National Women’s Law Center Fund, we connect people facing sex harassment and other forms of sex discrimination in education, the workplace, and when getting health care with legal assistance.
Contact:
Phone (for seeking legal assistance): 202-319-3053
Phone (general): 202-588-5180
Legal Help request form: https://nwlcoi.legalserver.org/modules/matter/extern_intake.php?pid=136&h=c55876&%20",https://nwlc.org/legal-assistance/help-for-students-facing-sex-discrimination-or-harassment-at-school/
108,Pennsylvania Office of Victims Advocate,,"The Office of Victim Advocate (OVA) is the state agency with the authority and duty to advocate for the rights and needs of crime victims.
We accomplish our mission through victim services, which includes post-sentencing notifications of offender status and movements within the DOC and the parole system; restorative justice programs that promote resilience and healing; and we are currently developing new initiatives around crime prevention.

Contact:
Phone: 800-563-6399
Email: ra-ovainfo@pa.gov
Contact Form: https://py-forms-prod.powerappsportals.us/PBPP-Forms/OVAContactUsForm/",https://www.ova.pa.gov/Pages/default.aspx
109,Pennsylvania Victims Compensation Assistance Program,,"The Victims Compensation Assistance Program helps victims and their families through the emotional and physical aftermath of a crime by easing the financial impact placed upon them by the crime. VCAP is able to reimburse insurance co-pays, out-of-network expenses and other out-of-pocket costs.
Contact:
Phone: 1-800-233-2339 or 717-783-5153
Email: ra-davesupport@pa.gov",https://www.pccd.pa.gov/Victim-Services/Pages/Victims-Compensation-Assistance-Program-(VCAP).aspx
110,Philadelphia District Attorney's Office,,"Victim Support Services Division
The Victim Support Services Division is committed to engaging, empowering, and encouraging victims, co-victims, survivors, witnesses, and families as they journey through the healing process in the community and during the criminal justice process.
Contact:
 Phone: 215-686-8027
Email: DA.VictimServices@phila.gov",https://phillyda.org/victims-and-witnesses/
111,Women Against Abuse Legal Center,,"The Legal Center offers free legal advocacy and representation for survivors of all gender identities dealing with relationship violence-related legal matters, including:
Protection From Abuse (PFA)
Child Custody and Child Support
Legal Options Counseling
Safety Planning and Court Accompaniment


Contact:
Phone: 215.686.7082",https://www.womenagainstabuse.org/services/legal-center
112,Philadelphia Legal Assistance,,"Philadelphia Legal Assistance
PLA is dedicated to enforcing and protecting the rights of individuals and families by providing accessible, creative and high-quality legal assistance and working collaboratively for systemic change.
Contact:
Phone: (215) 981-3800
Legal Assistance Request Form: https://philalegal.org/",https://plaoi.legalserver.org/modules/matter/extern_intake.php?pid=69&h=1e34a2
113,Public Justice,,"Public Justice
Public Justice represents students when their schools fail to respond adequately to the gender-based violence they’ve experienced. We believe litigation is a critical part of the solution to this problem. In addition to litigating cases in the courts, we represent survivors of gender violence in administrative complaints filed with the U.S. Department of Education’s Office for Civil Rights.
Contact:
Phone: 202-797-8600
Case Request Form: https://www.publicjustice.net/case-form-school-bullying-violence/",https://www.publicjustice.net/what-we-do/gender-sexual-violence/
114,OCR Complaint Assessment Tool,,"The mission of the Office for Civil Rights is to ensure equal access to education and to promote educational excellence throughout the nation through vigorous enforcement of civil rights.
We serve student populations facing discrimination and the advocates and institutions promoting systemic solutions to civil rights problems. An important responsibility is resolving complaints of discrimination.
Contact:
U.S. Department of Education Office of Civil Rights (OCR)
Philadelphia Office

U.S. Department of Education

The Wanamaker Building
100 Penn Square East, Suite 515
Philadelphia, PA 19107-3323
Phone: (215) 656-8541
Email: OCR.Philadelphia@ed.gov
Complaint Assessment Tool: https://ocrcas.ed.gov/",https://www2.ed.gov/about/offices/list/ocr/aboutocr.html
115,Office for Civil Rights - Philadelphia Office,,"Office for Civil Rights
The mission of the Office for Civil Rights is to ensure equal access to education and to promote educational excellence throughout the nation through vigorous enforcement of civil rights.
We serve student populations facing discrimination and the advocates and institutions promoting systemic solutions to civil rights problems. An important responsibility is resolving complaints of discrimination.
Contact:
U.S. Department of Education Office of Civil Rights (OCR)
Philadelphia Office

U.S. Department of Education

The Wanamaker Building
100 Penn Square East, Suite 515
Philadelphia, PA 19107-3323
Phone: (215) 656-8541
Email: OCR.Philadelphia@ed.gov
Complaint Assessment Tool: https://ocrcas.ed.gov/",https://www2.ed.gov/about/offices/list/ocr/aboutocr.html
116,Sexual violence,,Sexual violence: includes a range of behaviors in which an act of a sexual nature is taken against another individual without their consent or without their ability to consent.,
117,Sexual assault (including but not limited to rape),,"Sexual assault (including but not limited to rape): includes any of the following:
Any physical sexual contact that involves the use or threat of force or violence or any other form of coercion or intimidation.
Any physical sexual contact with a person who is unable to consent due to incapacity or mental or physical impairment.
Incapacity/impairment: “Incapacity” or “impairment” include but are not limited to being under the influence of alcohol or drugs or being too young to consent.",
118,Rape,,Sexual assault involving an act of penetration (and includes such assaults when the individuals know one another).,
119,Planned Parenthood,,"Planned Parenthood is one of the nation’s leading providers of high-quality, affordable health care, and the nation’s largest provider of sex education. With or without insurance, you can always come to us for your health care.

The Elizabeth Blackwell Health Center at Locust Street
Offers abortion referrals, birth control, HIV services, men's health care, morning-after pill (emergency contraception), STD testing, treatment & vaccines, transgender hormone therapy, and women's health care
Contact:
Phone: 215-351-5560
Address: 1144 Locust Street, Philadelphia, PA 19107
Locust Street Surgical Center
Offers abortions and STD testing, treatment & vaccines
Contact:
 Phone: 215-351-5550
Address: 1144 Locust Street, Philadelphia, PA 19107",https://www.plannedparenthood.org/health-center/pennsylvania/philadelphia/19107
120,Your general practitioner or OBGYN,,"Your general practitioner or OBGYN
If you go to a doctor outside of Penn, they can provide medical care and referrals.",
121,"Local Hospitals (HUP, Penn Presbyterian, Thomas Jefferson) (Note: Penn Student Health Services is closed on Sundays)",,"Local Hospitals
If SHS (Student Health Services) isn't open (Sundays and at night), you can go to a local emergency room.

Hospital of the University of Pennsylvania (HUP) – 1 Convention Avenue, Philadelphia
Penn Presbyterian Medical Center (PPMC) – Myrin Building, 51 N. 39th Street, Philadelphia
Pennsylvania Hospital (PAH) – 800 Spruce Street, Philadelphia",
122,Philadelphia Women's Center,,"PWC is conveniently located in Center City Philadelphia, and is a state-licensed Ambulatory Surgical Facility that provides abortion care up to 24 weeks of pregnancy. When you visit the Center you will find a warm, friendly and inviting space that allows patients the freedom to make thoughtful pregnancy decisions surrounded by staff who respect their choices.
Contact:
Phone: 215-574-3590
Address: 777 Appletree Street, 7th Floor Philadelphia, PA 19106",https://www.thewomenscenters.com/philadelphiawomenscenter/
